71	2018-06-16 02:26:00.000
74	2018-06-16 02:27:00.000
66	2018-06-16 02:28:00.000
65	2018-06-16 02:29:00.000
66	2018-06-16 02:30:00.000
69	2018-06-16 02:31:00.000
62	2018-06-16 02:31:59.000
64	2018-06-16 02:32:59.000
70	2018-06-16 02:33:59.000
70	2018-06-16 02:34:59.000
69	2018-06-16 02:35:59.000
68	2018-06-16 02:36:59.000
69	2018-06-16 02:37:59.000
68	2018-06-16 02:38:59.000
80	2018-06-16 02:39:59.000
71	2018-06-16 02:40:59.000
71	2018-06-16 02:41:59.000
72	2018-06-16 02:42:59.000
72	2018-06-16 02:43:59.000
71	2018-06-16 02:44:59.000
71	2018-06-16 02:45:59.000
71	2018-06-16 02:46:59.000
72	2018-06-16 02:47:59.000
72	2018-06-16 02:48:59.000
72	2018-06-16 02:49:59.000
71	2018-06-16 02:50:59.000
73	2018-06-16 02:51:59.000
72	2018-06-16 02:52:58.000
72	2018-06-16 02:53:58.000
72	2018-06-16 02:54:58.000
74	2018-06-16 02:55:58.000
73	2018-06-16 02:56:58.000
74	2018-06-16 02:57:58.000
73	2018-06-16 02:58:58.000
74	2018-06-16 02:59:58.000
73	2018-06-16 03:00:58.000
78	2018-06-16 03:01:58.000
77	2018-06-16 03:02:58.000
78	2018-06-16 03:03:58.000
75	2018-06-16 03:04:58.000
73	2018-06-16 03:05:58.000
76	2018-06-16 03:06:58.000
80	2018-06-16 03:07:58.000
40	2018-06-16 03:08:58.000
73	2018-06-16 03:09:58.000
71	2018-06-16 03:10:58.000
72	2018-06-16 03:11:58.000
73	2018-06-16 03:12:58.000
75	2018-06-16 03:13:58.000
74	2018-06-16 03:14:58.000
75	2018-06-16 03:15:58.000
77	2018-06-16 03:16:58.000
75	2018-06-16 03:17:58.000
80	2018-06-16 03:18:58.000
81	2018-06-16 03:19:58.000
80	2018-06-16 03:20:57.000
70	2018-06-16 03:21:57.000
67	2018-06-16 03:22:57.000
70	2018-06-16 03:23:57.000
75	2018-06-16 03:24:57.000
74	2018-06-16 03:25:57.000
79	2018-06-16 03:26:57.000
74	2018-06-16 03:27:57.000
73	2018-06-16 03:28:57.000
71	2018-06-16 03:29:57.000
71	2018-06-16 03:30:57.000
72	2018-06-16 03:31:57.000
73	2018-06-16 03:32:57.000
74	2018-06-16 03:33:57.000
74	2018-06-16 03:34:57.000
75	2018-06-16 03:35:57.000
74	2018-06-16 03:36:57.000
75	2018-06-16 03:37:57.000
74	2018-06-16 03:38:57.000
75	2018-06-16 03:39:57.000
74	2018-06-16 03:40:57.000
75	2018-06-16 03:41:56.000
75	2018-06-16 03:42:56.000
75	2018-06-16 03:43:56.000
76	2018-06-16 03:44:56.000
76	2018-06-16 03:45:56.000
75	2018-06-16 03:46:56.000
75	2018-06-16 03:47:56.000
75	2018-06-16 03:48:56.000
75	2018-06-16 03:49:56.000
75	2018-06-16 03:50:56.000
75	2018-06-16 03:51:56.000
63	2018-06-16 03:52:56.000
67	2018-06-16 03:53:56.000
70	2018-06-16 03:54:56.000
71	2018-06-16 03:55:56.000
73	2018-06-16 03:56:56.000
73	2018-06-16 03:57:56.000
74	2018-06-16 03:58:56.000
74	2018-06-16 03:59:56.000
73	2018-06-16 04:00:56.000
74	2018-06-16 04:01:56.000
73	2018-06-16 04:02:56.000
73	2018-06-16 04:03:56.000
74	2018-06-16 04:04:56.000
73	2018-06-16 04:05:56.000
73	2018-06-16 04:06:56.000
74	2018-06-16 04:07:56.000
74	2018-06-16 04:08:56.000
74	2018-06-16 04:09:55.000
74	2018-06-16 04:10:55.000
73	2018-06-16 04:11:55.000
72	2018-06-16 04:12:55.000
73	2018-06-16 04:13:55.000
73	2018-06-16 04:14:55.000
59	2018-06-16 04:15:55.000
62	2018-06-16 04:16:55.000
63	2018-06-16 04:17:55.000
65	2018-06-16 04:18:55.000
66	2018-06-16 04:19:55.000
67	2018-06-16 04:20:55.000
66	2018-06-16 04:21:55.000
67	2018-06-16 04:22:55.000
68	2018-06-16 04:23:55.000
69	2018-06-16 04:24:55.000
70	2018-06-16 04:25:55.000
70	2018-06-16 04:26:55.000
66	2018-06-16 04:27:55.000
71	2018-06-16 04:28:55.000
71	2018-06-16 04:29:55.000
71	2018-06-16 04:30:54.000
59	2018-06-16 04:31:54.000
61	2018-06-16 04:32:54.000
63	2018-06-16 04:33:54.000
65	2018-06-16 04:34:54.000
70	2018-06-16 04:35:54.000
72	2018-06-16 04:36:54.000
70	2018-06-16 04:37:54.000
69	2018-06-16 04:38:54.000
68	2018-06-16 04:39:54.000
81	2018-06-16 04:40:54.000
78	2018-06-16 04:41:54.000
73	2018-06-16 04:42:54.000
76	2018-06-16 04:43:54.000
75	2018-06-16 04:44:54.000
73	2018-06-16 04:45:54.000
70	2018-06-16 04:46:54.000
70	2018-06-16 04:47:54.000
71	2018-06-16 04:48:54.000
72	2018-06-16 04:49:54.000
71	2018-06-16 04:50:54.000
72	2018-06-16 04:51:53.000
73	2018-06-16 04:52:53.000
74	2018-06-16 04:53:53.000
74	2018-06-16 04:54:53.000
73	2018-06-16 04:55:53.000
74	2018-06-16 04:56:53.000
74	2018-06-16 04:57:53.000
73	2018-06-16 04:58:53.000
73	2018-06-16 04:59:53.000
72	2018-06-16 05:00:53.000
73	2018-06-16 05:01:53.000
72	2018-06-16 05:02:53.000
72	2018-06-16 05:03:53.000
71	2018-06-16 05:04:53.000
72	2018-06-16 05:05:53.000
72	2018-06-16 05:06:53.000
71	2018-06-16 05:07:53.000
72	2018-06-16 05:08:53.000
71	2018-06-16 05:09:53.000
72	2018-06-16 05:10:53.000
58	2018-06-16 05:11:53.000
59	2018-06-16 05:12:53.000
61	2018-06-16 05:13:53.000
63	2018-06-16 05:14:53.000
65	2018-06-16 05:15:53.000
66	2018-06-16 05:16:53.000
66	2018-06-16 05:17:53.000
67	2018-06-16 05:18:53.000
67	2018-06-16 05:19:52.000
68	2018-06-16 05:20:52.000
68	2018-06-16 05:21:52.000
69	2018-06-16 05:22:52.000
73	2018-06-16 05:23:52.000
78	2018-06-16 05:24:52.000
78	2018-06-16 05:25:52.000
79	2018-06-16 05:26:52.000
60	2018-06-16 05:27:52.000
65	2018-06-16 05:28:52.000
67	2018-06-16 05:29:52.000
68	2018-06-16 05:30:52.000
67	2018-06-16 05:31:52.000
67	2018-06-16 05:32:52.000
68	2018-06-16 05:33:52.000
68	2018-06-16 05:34:52.000
69	2018-06-16 05:35:52.000
68	2018-06-16 05:36:52.000
69	2018-06-16 05:37:52.000
70	2018-06-16 05:38:52.000
70	2018-06-16 05:39:52.000
71	2018-06-16 05:40:51.000
71	2018-06-16 05:41:51.000
70	2018-06-16 05:42:51.000
71	2018-06-16 05:43:51.000
70	2018-06-16 05:44:51.000
71	2018-06-16 05:45:51.000
71	2018-06-16 05:46:51.000
73	2018-06-16 05:47:51.000
73	2018-06-16 05:48:51.000
72	2018-06-16 05:49:51.000
72	2018-06-16 05:50:51.000
71	2018-06-16 05:51:51.000
70	2018-06-16 05:52:51.000
72	2018-06-16 05:53:51.000
75	2018-06-16 05:54:51.000
75	2018-06-16 05:55:51.000
73	2018-06-16 05:56:51.000
72	2018-06-16 05:57:51.000
72	2018-06-16 05:58:51.000
71	2018-06-16 05:59:51.000
74	2018-06-16 06:00:51.000
78	2018-06-16 06:01:51.000
77	2018-06-16 06:02:51.000
76	2018-06-16 06:03:51.000
74	2018-06-16 06:04:51.000
72	2018-06-16 06:05:51.000
72	2018-06-16 06:06:51.000
72	2018-06-16 06:07:51.000
72	2018-06-16 06:08:50.000
72	2018-06-16 06:09:50.000
72	2018-06-16 06:10:50.000
74	2018-06-16 06:11:50.000
74	2018-06-16 06:12:50.000
73	2018-06-16 06:13:50.000
73	2018-06-16 06:14:50.000
73	2018-06-16 06:15:50.000
75	2018-06-16 06:16:50.000
73	2018-06-16 06:17:50.000
74	2018-06-16 06:18:50.000
73	2018-06-16 06:19:50.000
71	2018-06-16 06:20:50.000
74	2018-06-16 06:21:50.000
74	2018-06-16 06:22:50.000
75	2018-06-16 06:23:50.000
73	2018-06-16 06:24:50.000
73	2018-06-16 06:25:50.000
72	2018-06-16 06:26:50.000
72	2018-06-16 06:27:50.000
75	2018-06-16 06:28:50.000
75	2018-06-16 06:29:49.000
75	2018-06-16 06:30:49.000
73	2018-06-16 06:31:49.000
73	2018-06-16 06:32:49.000
72	2018-06-16 06:33:49.000
74	2018-06-16 06:34:49.000
73	2018-06-16 06:35:49.000
69	2018-06-16 06:36:49.000
66	2018-06-16 06:37:49.000
67	2018-06-16 06:38:49.000
65	2018-06-16 06:39:49.000
65	2018-06-16 06:40:49.000
63	2018-06-16 06:41:49.000
62	2018-06-16 06:42:49.000
62	2018-06-16 06:43:49.000
73	2018-06-16 06:44:49.000
71	2018-06-16 06:45:49.000
75	2018-06-16 06:46:49.000
74	2018-06-16 06:47:49.000
75	2018-06-16 06:48:49.000
73	2018-06-16 06:49:49.000
74	2018-06-16 06:50:49.000
76	2018-06-16 06:51:49.000
